"https://www.wikipedia.org","Wikipedia","Reference","Free volunteer-built encyclopedia covering broad topics in many languages.","no"
"https://www.britannica.com","Britannica","Reference","Expert-edited encyclopedia articles, biographies, videos, images, and reference material.","no"
"https://www.infoplease.com","Infoplease","Reference","Online encyclopedia, almanac, atlas, dictionary, thesaurus, and fact resource.","no"
"https://www.refseek.com","RefSeek","Research","Academic search engine for students and researchers.","no"
"https://www.merriam-webster.com","Merriam-Webster","Reference","Dictionary and language reference with definitions, word history, and usage help.","no"
"https://www.oed.com","Oxford English Dictionary","Reference","Historical English dictionary with word meanings, origins, and quotations.","no"
"https://www.vocabulary.com","Vocabulary.com","Learning","Vocabulary builder with a dictionary, quizzes, and word-learning activities.","no"
"https://www.thesaurus.com","Thesaurus.com","Reference","Synonyms, antonyms, and word choice help for English writing.","no"
"https://scholar.google.com","Google Scholar","Research","Search engine for scholarly articles, theses, books, abstracts, and court opinions.","no"
"https://www.jstor.org","JSTOR","Research","Digital library for academic journals, books, images, and primary sources.","no"
"https://www.worldcat.org","WorldCat","Research","Global library catalog for finding books, articles, music, and video nearby.","no"
"https://www.sciencedirect.com","ScienceDirect","Research","Scientific, technical, and medical research articles and book chapters.","no"
"https://www.researchgate.net","ResearchGate","Research","Network for discovering publications and connecting with researchers.","no"
"https://www.imdb.com","IMDb","Reference","Database for movies, TV, cast, crew, ratings, trailers, and entertainment details.","no"
"https://www.gutenberg.org","Project Gutenberg","Reading","Library of free public-domain ebooks in multiple formats.","no"
"https://genius.com","Genius","Reference","Lyrics, annotations, and music knowledge contributed by a large community.","no"
"https://todoist.com","Todoist","Tools","To-do list and task manager for personal and team planning.","no"
"https://www.notion.so","Notion","Tools","Workspace for notes, documents, databases, projects, and team collaboration.","no"
"https://asana.com","Asana","Tools","Project and task management platform for teams and organizations.","no"
"https://ticktick.com","TickTick","Tools","Task list, calendar, habit tracker, and reminder app.","no"
"https://trello.com","Trello","Tools","Visual boards and cards for organizing projects and tasks.","no"
"https://zapier.com","Zapier","Tools","Automation platform that connects apps, workflows, and AI tools.","no"
"https://ifttt.com","IFTTT","Tools","No-code automation service for connecting apps, devices, and online services.","no"
"https://www.make.com","Make","Tools","Visual workflow automation platform for apps, data, and AI processes.","no"
"https://www.brain.fm","Brain.fm","Tools","Functional music designed to support focus, relaxation, and sleep.","no"
"https://toggl.com/track","Toggl Track","Tools","Time tracking software for projects, reports, and productivity review.","no"
"https://www.rescuetime.com","RescueTime","Tools","Automatic time tracking and focus tools for understanding work habits.","no"
"https://pomofocus.io","Pomofocus","Tools","Simple Pomodoro timer for focused work and study sessions.","no"
"https://slack.com","Slack","Tools","Team messaging and collaboration workspace with channels and app integrations.","no"
"https://workspace.google.com","Google Workspace","Tools","Google productivity and collaboration apps for email, documents, storage, and meetings.","no"
"https://www.microsoft.com/microsoft-365","Microsoft 365","Tools","Microsoft productivity apps, cloud storage, email, and collaboration services.","no"
"https://freedom.to","Freedom","Tools","Website and app blocker for scheduled focus sessions.","no"
"https://calendly.com","Calendly","Tools","Scheduling platform for booking meetings without back-and-forth email.","no"
"https://www.one-tab.com","OneTab","Tools","Browser extension that saves open tabs into a single organized list.","no"
"https://bitwarden.com","Bitwarden","Tools","Password manager for storing, sharing, and using passwords and passkeys.","no"
"https://www.amazon.com/kindle","Amazon Kindle","Reading","Kindle readers, ebooks, and reading services from Amazon.","no"
"https://books.apple.com","Apple Books","Reading","Apple ebook and audiobook store for reading across Apple devices.","no"
"https://play.google.com/books","Google Play Books","Reading","Store and library for ebooks, audiobooks, comics, manga, and textbooks.","no"
"https://www.barnesandnoble.com","Barnes and Noble","Reading","Bookstore for print books, ebooks, NOOK devices, music, movies, and toys.","no"
"https://www.kobo.com","Kobo","Reading","Rakuten Kobo store for ebooks, audiobooks, eReaders, and reading apps.","no"
"https://archive.org","Internet Archive","Reference","Digital library for books, media, software, and archived web pages.","no"
"https://openlibrary.org","Open Library","Reading","Open catalog for discovering, borrowing, and reading millions of books.","no"
"https://manybooks.net","ManyBooks","Reading","Free and discounted ebooks in popular genres and common reader formats.","no"
"https://www.planetebook.com","Planet eBook","Reading","Free classic literature ebooks for phones, tablets, eReaders, and computers.","no"
"https://www.libbyapp.com","Libby","Reading","Library app for borrowing ebooks, audiobooks, and magazines with a library card.","no"
"https://www.hoopladigital.com","Hoopla Digital","Reading","Library-linked service for borrowing ebooks, audiobooks, comics, music, TV, and movies.","no"
"https://www.bookbub.com","BookBub","Reading","Ebook deal alerts and recommendations matched to reader preferences.","no"
"https://www.freebooksy.com","Freebooksy","Reading","Daily listings of free ebooks for Kindle, Kobo, Nook, and Apple Books.","no"
"https://www.smashwords.com","Smashwords","Reading","Indie ebook marketplace for authors, publishers, and readers.","no"
"https://www.ebooks.com","eBooks.com","Reading","Retailer for fiction, nonfiction, academic, and professional ebooks.","no"
"https://www.baen.com","Baen Books","Reading","Science fiction and fantasy publisher with ebooks, bundles, and author pages.","no"
"https://bookboon.com","Bookboon","Learning","Professional development and learning content for business and workplace skills.","no"
"https://www.coursera.org","Coursera","Learning","Online courses, certificates, and degrees from universities and companies.","no"
